PooledFundName,PooledFundId,FiscalYear,DonorName,DonorCode,GMSDonorId,GMSDonorName,ContributionAmt,ContributionPercent
Nigeria,75,2021,Government of Canada,119,7,Canada,3118138.15,0.82000
DRC,24,2023,Government of Norway,12,17,Norway,907216.04,0.06000
Sudan,15,2011,Government of Denmark,5,8,Denmark,2995594.71,0.18000
Iraq,72,2018,United States,102,102,United States,10000000.00,2.65000
South Sudan,19,2026,Government of Canada,119,7,Canada,1086389.11,0.09000
Myanmar,59,2007,Government of the United Kingdom (Former DFID),19,9,United Kingdom,801603.21,0.20000
DRC,24,2009,Government of the United Kingdom (Former DFID),19,9,United Kingdom,25057500.00,1.65000
Iraq,72,2019,Sida,20,22,Sweden,1514069.52,0.40000
Ukraine,81,2022,United States,102,102,United States,20000000.00,1.79000
Syria Cross border,70,2020,Government of Norway,12,17,Norway,7990917.34,0.70000
oPt,67,2021,Government of Republic of Korea,14,63,Republic of Korea,500000.00,0.10000
Ukraine,81,2024,Bulgaria,581,145,Bulgaria,42194.09,0.00000
Myanmar,59,2025,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),227187.97,0.06000
CAR,17,2016,Government of Canada,119,7,Canada,390228.67,0.10000
Ukraine,81,2020,Government of Canada,119,7,Canada,996524.99,0.09000
Syria Cross border,70,2014,Government of Canada,119,7,Canada,4175016.70,0.36000
Syria Cross border,70,2020,Government of France,50,50,France,12937555.15,1.13000
Ethiopia,53,2009,Government of Switzerland,16,24,Switzerland,699300.70,0.06000
CAR,17,2023,USAID,251,102,United States,2000000.00,0.53000
Yemen,64,2022,Government of Netherlands,11,16,Netherlands,14508928.57,1.17000
Yemen,64,2020,Government of Germany,7,11,Germany,26658767.77,2.14000
South Sudan,19,2014,Government of Netherlands,11,16,Netherlands,15665100.00,1.26000
Nigeria,75,2022,Government of Canada,119,7,Canada,2789640.68,0.74000
Syria,62,2022,Government of Denmark,5,8,Denmark,4915425.88,0.65000
CAR,17,2025,IRISH AID,23,13,Ireland,4391507.17,1.17000
Niger (RhPF-WCA),84,2024,Government of Norway,12,17,Norway,376236.77,0.55000
Pakistan,60,2019,Sida,20,22,Sweden,2487399.93,2.33000
Afghanistan,23,2026,Government of Luxembourg,10,15,Luxembourg,343642.61,0.03000
Sudan,15,2010,Government of Norway,12,17,Norway,19888824.62,1.18000
Afghanistan,23,2017,Sida,20,22,Sweden,8363695.15,0.70000
Sudan,15,2025,Government of Germany,7,11,Germany,12739876.76,0.75000
Syria Cross border,70,2016,IRISH AID,23,13,Ireland,2188966.85,0.19000
Lebanon,71,2024,Monaco,76,76,Monaco,44742.73,0.01000
Yemen,64,2013,Government of Denmark,5,8,Denmark,3624619.94,0.29000
CAR,17,2018,Government of Belgium,4,6,Belgium,1848900.00,0.49000
Lebanon,71,2025,IRISH AID,23,13,Ireland,2693965.52,0.85000
Haiti (RhPF-LAC),88,2024,Government of Switzerland,16,24,Switzerland,1065759.64,0.76000
Mali (RhPF-WCA),86,2026,Government of Germany,7,11,Germany,3567181.92,9.51000
Syria,62,2016,Government of Germany,7,11,Germany,3865006.61,0.51000
Somalia,21,2022,"Government of the United Kingdom (Foreign, Commonwealth & Development Office)",994,9,United Kingdom,4446300.00,0.50000
Syria,62,2024,Government of Spain,15,21,Spain,1940133.04,0.26000
Nigeria,75,2019,Government of Netherlands,11,16,Netherlands,5574136.01,1.47000
Ethiopia,53,2013,Government of Norway,12,17,Norway,829988.62,0.07000
Ukraine,81,2022,Government of Netherlands,11,16,Netherlands,22321428.57,1.99000
Lebanon,71,2020,Government of Belgium,4,6,Belgium,5109272.99,1.61000
Ethiopia,53,2019,Government of Switzerland,16,24,Switzerland,1028806.58,0.09000
Sudan,15,2023,"Government of the United Kingdom (Foreign, Commonwealth & Development Office)",994,9,United Kingdom,4938520.00,0.29000
Afghanistan,23,2014,Government of Australia,2,3,Australia,371040.00,0.03000
South Sudan,19,2024,Government of Netherlands,11,16,Netherlands,10718113.61,0.86000
Syria,62,2021,Iceland,55,55,Iceland,194295.49,0.03000
South Sudan,19,2019,Swiss Agency for Development and Cooperation,22,24,Switzerland,1997203.91,0.16000
Syria Cross border,70,2016,Government of Switzerland,16,24,Switzerland,1014198.78,0.09000
Lebanon,71,2021,Private Contributions,1011,,Private Contributions,502.00,0.00000
Myanmar,59,2020,United States,102,102,United States,2000000.00,0.49000
Myanmar,59,2025,Government of Denmark,5,8,Denmark,3380650.50,0.82000
oPt,67,2026,Catalan Agency for Development Cooperation,1016,185,Catalan Agency for Development Cooperation,232558.14,0.05000
oPt,67,2012,Government of Switzerland,16,24,Switzerland,539956.80,0.11000
Afghanistan,23,2028,Government of Australia,2,3,Australia,7246376.81,0.61000
Nigeria,75,2017,Government of Germany,7,11,Germany,10168218.14,2.69000
Nigeria,75,2025,Government of Switzerland,16,24,Switzerland,1463205.79,0.39000
Niger (RhPF-WCA),84,2021,Government of Switzerland,16,24,Switzerland,994594.59,1.44000
Afghanistan,23,2023,Portugal,86,86,Portugal,215749.73,0.02000
Somalia,21,2023,Portugal,86,86,Portugal,53937.43,0.01000
Ukraine,81,2025,Sida,20,22,Sweden,2485694.21,0.22000
Myanmar,59,2025,Government of Australia,2,3,Australia,7388881.47,1.80000
Sudan,15,2026,Government of Belgium,4,6,Belgium,2927400.47,0.17000
Mozambique (RhPF),89,2026,Government of Cyprus,45,45,Cyprus,115000.00,0.13000
Myanmar,59,2026,IRISH AID,23,13,Ireland,1756440.28,0.43000
oPt,67,2021,IRISH AID,23,13,Ireland,475808.74,0.10000
oPt,67,2018,Government of Germany,7,11,Germany,5925095.44,1.19000
Lebanon,71,2019,Government of Denmark,5,8,Denmark,1517344.80,0.48000
DRC,24,2023,Government of Netherlands,11,16,Netherlands,13010674.20,0.86000
Venezuela,83,2022,Government of Switzerland,16,24,Switzerland,1044143.65,1.34000
oPt,67,2021,Iceland,55,55,Iceland,196263.15,0.04000
Ethiopia,53,2025,Government of Luxembourg,10,15,Luxembourg,651296.01,0.06000
Myanmar,59,2018,Government of Australia,2,3,Australia,2287436.87,0.56000
CAR,17,2023,Sida,20,22,Sweden,2392635.99,0.63000
Nigeria,75,2022,Sida,20,22,Sweden,2263269.06,0.60000
Ukraine,81,2022,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),9067117.57,0.81000
Burkina Faso (RhPF-WCA),85,2021,Government of France,50,50,France,1219512.20,1.30000
South Sudan,19,2019,Government of Netherlands,11,16,Netherlands,7793443.00,0.63000
Ukraine,81,2022,Estonia,49,49,Estonia,194506.32,0.02000
oPt,67,2010,Government of Norway,12,17,Norway,760184.96,0.15000
Ethiopia,53,2023,Government of Canada,119,7,Canada,10953832.87,0.98000
South Sudan,19,2017,Sida,20,22,Sweden,8284457.90,0.67000
oPt,67,2008,Government of Spain,15,21,Spain,918635.17,0.18000
South Sudan,19,2024,Sida,20,22,Sweden,2896619.03,0.23000
Mali (RhPF-WCA),86,2025,Government of Norway,12,17,Norway,886345.49,2.36000
South Sudan,19,2022,Jersey Overseas Aid,205,120,Jersey,198641.40,0.02000
South Sudan,19,2017,Arab Gulf Program for Development,107,107,AGFUND,24965.00,0.00000
South Sudan,19,2018,Government of Norway,12,17,Norway,9918121.53,0.80000
Syria Cross border,70,2017,Government of Denmark,5,8,Denmark,1603765.38,0.14000
Lebanon,71,2024,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),9844.44,0.00000
South Sudan,19,2014,Government of Denmark,5,8,Denmark,8316944.22,0.67000
South Sudan,19,2026,Government of Germany,7,11,Germany,2972651.61,0.24000
Niger (RhPF-WCA),84,2025,Government of Belgium,4,6,Belgium,3521126.76,5.11000
Ethiopia,53,2012,Sida,20,22,Sweden,4486132.26,0.40000
Somalia,21,2025,Government of Switzerland,16,24,Switzerland,2338791.47,0.27000
Syria,62,2018,Government of Netherlands,11,16,Netherlands,6038647.34,0.80000
Syria,62,2026,Iceland,55,55,Iceland,487173.53,0.06000
South Sudan,19,2019,Government of Luxembourg,10,15,Luxembourg,397727.27,0.03000
Sudan,15,2024,Government of Denmark,5,8,Denmark,10122443.59,0.60000
Syria Cross border,70,2018,Government of Canada,119,7,Canada,772594.84,0.07000
Burkina Faso (RhPF-WCA),85,2022,Government of Luxembourg,10,15,Luxembourg,380434.78,0.40000
Afghanistan,23,2024,Iceland,55,55,Iceland,287631.35,0.02000
Somalia,21,2015,IRISH AID,23,13,Ireland,3274140.00,0.37000
Yemen,64,2021,Government of Canada,119,7,Canada,8647444.47,0.69000
DRC,24,2024,Latvia,65,65,Latvia,20986.36,0.00000
Afghanistan,23,2026,Sida,20,22,Sweden,2985662.75,0.25000
Somalia,21,2010,Government of Finland,6,10,Finland,2617200.00,0.30000
Afghanistan,23,2015,Government of Republic of Korea,14,63,Republic of Korea,200000.00,0.02000
Nigeria,75,2018,Iceland,55,55,Iceland,239165.79,0.06000
Ukraine,81,2022,Jersey,120,120,Jersey,160642.57,0.01000
Ethiopia,53,2026,Sida,20,22,Sweden,2559139.50,0.23000
Sudan,15,2018,Government of Germany,7,11,Germany,4557200.00,0.27000
Somalia,21,2021,Government of Norway,12,17,Norway,4002260.93,0.45000
Ukraine,81,2024,EUROPEAN UNION,105,105,European Commission,1079913.61,0.10000
Syria Cross border,70,2016,Sida,20,22,Sweden,3925684.98,0.34000
Ukraine,81,2026,Government of Switzerland,16,24,Switzerland,3397508.49,0.30000
Ethiopia,53,2020,Government of Italy,9,14,Italy,611995.10,0.05000
Sudan,15,2025,Government of Luxembourg,10,15,Luxembourg,361944.16,0.02000
Nigeria,75,2026,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),5355.55,0.00000
Ukraine,81,2022,Lithuania,67,67,Lithuania,337078.65,0.03000
Syria Cross border,70,2023,IRISH AID,23,13,Ireland,4158712.93,0.36000
Lebanon,71,2025,Government of Canada,119,7,Canada,3223042.09,1.01000
Myanmar,59,2018,Government of the United Kingdom (Former DFID),19,9,United Kingdom,3342245.99,0.82000
DRC,24,2022,Government of Norway,12,17,Norway,508022.15,0.03000
Haiti,54,2012,Private Contributions,1011,,Private Contributions,302.04,0.00000
DRC,24,2018,Government of Luxembourg,10,15,Luxembourg,370535.10,0.02000
Somalia,21,2019,Government of Netherlands,11,16,Netherlands,6786000.00,0.77000
DRC,24,2009,Sida,20,22,Sweden,19836812.70,1.31000
Syria,62,2019,Qatar,87,87,Qatar,999994.00,0.13000
CAR,17,2025,Government of Switzerland,16,24,Switzerland,1877346.68,0.50000
Mozambique (RhPF),89,2026,Kyrgyzstan,1039,,,50000.00,0.05000
Ukraine,81,2020,Government of Luxembourg,10,15,Luxembourg,411764.71,0.04000
Lebanon,71,2021,Government of Italy,9,14,Italy,1407657.66,0.44000
Ukraine,81,2024,Government of the United Kingdom (Former DFID),19,9,United Kingdom,43661444.97,3.90000
DRC,24,2019,Government of Canada,119,7,Canada,2850712.68,0.19000
Sudan,15,2021,Government of Estonia,993,49,Estonia,58760.25,0.00000
Sudan,15,2015,Government of Netherlands,11,16,Netherlands,2218734.00,0.13000
oPt,67,2023,Government of Germany,7,11,Germany,26104170.30,5.23000
Syria Cross border,70,2022,Government of Netherlands,11,16,Netherlands,10044642.86,0.87000
Ethiopia,53,2025,IRISH AID,23,13,Ireland,3602272.73,0.32000
Myanmar,59,2024,Government of Republic of Korea,14,63,Republic of Korea,2500000.00,0.61000
Yemen,64,2025,Government of Netherlands,11,16,Netherlands,10548523.21,0.85000
DRC,24,2010,Government of Norway,12,17,Norway,3365273.72,0.22000
Mali (RhPF-WCA),86,2025,Government of Denmark,5,8,Denmark,1503994.19,4.01000
Afghanistan,23,2025,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),214095.76,0.02000
Yemen,64,2017,United States,102,102,United States,5000000.00,0.40000
Afghanistan,23,2023,Government of Australia,2,3,Australia,5747768.57,0.48000
Sudan,15,2012,Sida,20,22,Sweden,15106524.99,0.89000
DRC,24,2026,Sida,20,22,Sweden,3198924.38,0.21000
Syria,62,2025,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),16556.14,0.00000
Syria Cross border,70,2021,Government of Canada,119,7,Canada,3186882.79,0.28000
DRC,24,2018,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),887.25,0.00000
Somalia,21,2021,Government of Ireland,129,13,Ireland,561291.00,0.06000
Syria Cross border,70,2020,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),180.38,0.00000
Burkina Faso (RhPF-WCA),85,2025,Government of Belgium,4,6,Belgium,3521126.76,3.74000
Yemen,64,2018,Government of Cyprus,45,45,Cyprus,35377.36,0.00000
Afghanistan,23,2018,Government of Denmark,5,8,Denmark,3032002.79,0.26000
Iraq,72,2018,Government of Denmark,5,8,Denmark,2306940.95,0.61000
Syria Cross border,70,2014,Qatar,87,87,Qatar,19999960.00,1.74000
oPt,67,2009,Sida,20,22,Sweden,3072520.04,0.62000
DRC,24,2016,Government of Belgium,4,6,Belgium,5543779.29,0.37000
South Sudan,19,2017,Government of Canada,119,7,Canada,934629.10,0.08000
Somalia,21,2017,Government of the United Kingdom (Former DFID),19,9,United Kingdom,4026000.00,0.46000
Syria,62,2020,UN Foundation/UN Partnership Office,131,132,Private donations (through UNF),23973.88,0.00000
Syria Cross border,70,2021,Government of Switzerland,16,24,Switzerland,5668231.96,0.49000
Jordan,73,2018,Sida,20,22,Sweden,3314696.99,5.08000
Iraq,72,2022,Japan,60,60,Japan,280596.00,0.07000
Nigeria,75,2020,Government of Republic of Korea,14,63,Republic of Korea,500000.00,0.13000
Nigeria,75,2022,Government of Belgium,4,6,Belgium,5617977.53,1.49000
Ethiopia,53,2025,Government of Finland,6,10,Finland,4641036.54,0.41000
